cg_ipo_id,symbol,yahoo_sector,yahoo_industry,sector,instrument,is_financial,is_realestate,source
2003,,,,Other,equity,0,0,unknown
2117,,,,Other,equity,0,0,unknown
2425,,,,Other,equity,0,0,unknown
2001,,,,Healthcare,equity,0,0,name
2053,,,,Healthcare,equity,0,0,name
2126,,,,Industrials,equity,0,0,name
2069,,,,Energy,equity,0,0,rhp
2018,,,,Industrials,equity,0,0,name
2032,,,,Other,equity,0,0,unknown
2152,,,,Energy,equity,0,0,rhp
2318,,,,Consumer Discretionary,equity,0,0,name
2035,,,,Other,equity,0,0,unknown
2059,,,,Consumer Discretionary,equity,0,0,name
2125,,,,Materials,equity,0,0,name
2230,,,,Materials,equity,0,0,name
2180,,,,Energy,equity,0,0,rhp
2027,,,,Real Estate,equity,0,1,name
2049,,,,Industrials,equity,0,0,name
2448,,,,Financials,equity,1,0,name
2030,,,,Financials,equity,1,0,rhp
2036,,,,Technology,equity,0,0,name
2008,,,,Other,equity,0,0,unknown
2094,,,,Consumer Discretionary,equity,0,0,name
2038,,,,Real Estate,equity,0,1,rhp
2046,,,,Technology,equity,0,0,name
2029,,,,Other,equity,0,0,unknown
2034,,,,Real Estate,equity,0,1,rhp
2054,,,,Consumer Discretionary,equity,0,0,name
2096,,,,Other,equity,0,0,unknown
2074,,,,Healthcare,equity,0,0,name
2073,,,,Materials,equity,0,0,name
2110,,,,Financials,equity,1,0,name
2149,,,,Energy,equity,0,0,rhp
2189,,,,Energy,equity,0,0,name
2229,,,,Real Estate,equity,0,1,rhp
1971,,,,Energy,equity,0,0,rhp
2202,,,,Energy,equity,0,0,rhp
2172,,,,Other,equity,0,0,unknown
2016,,,,Energy,equity,0,0,rhp
2080,,,,Industrials,equity,0,0,rhp
2182,,,,Healthcare,equity,0,0,rhp
2083,,,,Industrials,equity,0,0,name
2099,,,,Other,equity,0,0,unknown
2357,,,,Energy,equity,0,0,name
1988,,,,Energy,equity,0,0,rhp
1985,,,,Technology,equity,0,0,name
1983,,,,Industrials,equity,0,0,name
1975,,,,Healthcare,equity,0,0,name
1970,,,,Industrials,equity,0,0,name
1967,,,,Industrials,equity,0,0,rhp
1961,,,,Other,equity,0,0,unknown
1954,,,,Other,equity,0,0,unknown
1951,,,,Consumer Discretionary,equity,0,0,rhp
3079,,,,Other,equity,0,0,unknown
3077,EDUCOMP.BO,Consumer Defensive,Education & Training Services,Consumer Discretionary,equity,0,0,yahoo
3076,CELEBRITY.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
3074,,,,Other,equity,0,0,unknown
3073,,,,Other,equity,0,0,unknown
3072,,,,Technology,equity,0,0,name
3071,PVRINOX.NS,Communication Services,Entertainment,Technology,equity,0,0,yahoo
3068,KERNEX.NS,Technology,Software - Application,Technology,equity,0,0,yahoo
3069,REPRO.NS,Industrials,Specialty Business Services,Industrials,equity,0,0,yahoo
3067,,,,Other,equity,0,0,unknown
3066,EKC.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
3064,,,,Other,equity,0,0,unknown
3063,AIAENG.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
3062,,,,Other,equity,0,0,unknown
3061,,,,Consumer Discretionary,equity,0,0,name
3060,,,,Other,equity,0,0,unknown
3059,,,,Energy,equity,0,0,name
3058,532676.BO,,,Industrials,equity,0,0,name
3057,BASML.NS,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,equity,0,0,yahoo
3056,KMSUGAR.BO,Consumer Defensive,Confectioners,Consumer Discretionary,equity,0,0,yahoo
3054,RENUKA.NS,Consumer Defensive,Confectioners,Consumer Discretionary,equity,0,0,yahoo
3053,,,,Technology,equity,0,0,name
3052,AURIONPRO.NS,Technology,Software - Application,Technology,equity,0,0,yahoo
3051,SUZLON.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
3047,,,,Healthcare,equity,0,0,name
3046,FCSSOFT.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
3045,,,,Technology,equity,0,0,name
3044,HTMEDIA.NS,Communication Services,Publishing,Technology,equity,0,0,yahoo
3043,,,,Financials,equity,1,0,name
3042,VIVIMEDLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
3041,,,,Materials,equity,0,0,name
3039,,,,Other,equity,0,0,unknown
3037,SPLIL.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
3035,NECLIFE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
3034,MSPL.NS,Basic Materials,Steel,Materials,equity,0,0,yahoo
3033,YESBANK.NS,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
3032,,,,Other,equity,0,0,unknown
3030,,,,Industrials,equity,0,0,name
3028,,,,Other,equity,0,0,unknown
3027,532641.BO,,,Other,equity,0,0,unknown
3026,CYBERMEDIA.NS,Communication Services,Publishing,Technology,equity,0,0,yahoo
3025,SHOPERSTOP.NS,Consumer Cyclical,Department Stores,Consumer Discretionary,equity,0,0,yahoo
3023,532636.BO,,,Other,equity,0,0,unknown
3022,MANGALAM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
3021,,,,Technology,equity,0,0,name
3019,,,,Other,equity,0,0,unknown
3016,SAKSOFT.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
3017,GOKEX.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
3018,3IINFOLTD.BO,Technology,Information Technology Services,Technology,equity,0,0,yahoo
3015,532627.BO,,,Energy,equity,0,0,name
3013,,,,Other,equity,0,0,unknown
3010,,,,Technology,equity,0,0,name
3009,,,,Other,equity,0,0,unknown
36,CTE.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
33,LUMAXTECH.NS,Consumer Cyclical,Auto Parts,Consumer Discretionary,equity,0,0,yahoo
35,,,,Other,equity,0,0,unknown
34,,,,Other,equity,0,0,unknown
29,,,,Other,equity,0,0,unknown
32,,,,Materials,equity,0,0,name
30,,,,Materials,equity,0,0,name
28,532788.BO,,,Other,equity,0,0,unknown
26,,,,Other,equity,0,0,unknown
25,RUCHIRA.NS,Basic Materials,Paper & Paper Products,Materials,equity,0,0,yahoo
22,,,,Real Estate,equity,0,1,name
23,,,,Other,equity,0,0,unknown
21,,,,Real Estate,equity,0,1,name
20,PARSVNATH.NS,Real Estate,Real Estate - Development,Real Estate,equity,0,1,yahoo
19,NAUKRI.NS,Communication Services,Internet Content & Information,Technology,equity,0,0,yahoo
17,532772.BO,,,Financials,equity,1,0,name
16,GLOBALVECT.NS,Industrials,Airports & Air Services,Industrials,equity,0,0,yahoo
15,,,,Other,equity,0,0,unknown
14,,,,Consumer Discretionary,equity,0,0,name
13,JHS.NS,Consumer Defensive,Household & Personal Products,Consumer Discretionary,equity,0,0,yahoo
11,GAYAPROJ.BO,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
10,FIEMIND.NS,Consumer Cyclical,Auto Parts,Consumer Discretionary,equity,0,0,yahoo
9,532766.BO,,,Other,equity,0,0,unknown
8,532764.BO,,,Materials,equity,0,0,name
7,,,,Consumer Discretionary,equity,0,0,name
6,,,,Other,equity,0,0,unknown
4,ACE.BO,Industrials,Farm & Heavy Construction Machinery,Industrials,equity,0,0,yahoo
5,,,,Other,equity,0,0,unknown
2,,,,Industrials,equity,0,0,name
3,,,,Industrials,equity,0,0,name
1,VOLTAMP.NS,Industrials,Electrical Equipment & Parts,Industrials,equity,0,0,yahoo
2929,TECHM.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
2928,,,,Industrials,equity,0,0,name
2927,,,,Industrials,equity,0,0,name
2926,PFOCUS.NS,Communication Services,Entertainment,Technology,equity,0,0,yahoo
2925,,,,Industrials,equity,0,0,name
2923,,,,Other,equity,0,0,unknown
2919,532745.BO,,,Financials,equity,1,0,name
2918,,,,Energy,equity,0,0,name
2917,,,,Healthcare,equity,0,0,name
2916,LOKESHMACH.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
2914,,,,Other,equity,0,0,unknown
2915,SUNTV.NS,Communication Services,Broadcasting,Technology,equity,0,0,yahoo
2912,,,,Other,equity,0,0,unknown
2910,GPIL.BO,Basic Materials,Steel,Materials,equity,0,0,yahoo
2911,RSYSTEMS.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
2906,KKCL.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
2905,532729.BO,,,Other,equity,0,0,unknown
2904,,,,Materials,equity,0,0,name
2902,,,,Other,equity,0,0,unknown
2903,532725.BO,,,Energy,equity,0,0,name
2901,,,,Technology,equity,0,0,name
2900,MALUPAPER.NS,Basic Materials,Paper & Paper Products,Materials,equity,0,0,yahoo
2899,,,,Materials,equity,0,0,name
2898,,,,Materials,equity,0,0,name
2897,,,,Other,equity,0,0,unknown
2895,M&MFIN.NS,Financial Services,Credit Services,Financials,equity,1,0,yahoo
2894,,,,Other,equity,0,0,unknown
2893,,,,Industrials,equity,0,0,name
2891,532715.BO,,,Other,equity,0,0,unknown
2889,532717.BO,,,Technology,equity,0,0,name
2887,SAKUMA.NS,Consumer Defensive,Farm Products,Consumer Discretionary,equity,0,0,yahoo
2886,SADBHAV.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
2885,GVKPIL.NS,Utilities,Utilities - Independent Power Producers,Energy,equity,0,0,yahoo
2884,,,,Other,equity,0,0,unknown
2883,,,,Consumer Discretionary,equity,0,0,name
2882,JAGRAN.NS,Communication Services,Publishing,Technology,equity,0,0,yahoo
2881,,,,Energy,equity,0,0,name
2880,ENIL.NS,Communication Services,Broadcasting,Technology,equity,0,0,yahoo
2879,DYNPRO.BO,Basic Materials,Specialty Chemicals,Materials,equity,0,0,yahoo
2878,532701.BO,,,Materials,equity,0,0,name
2875,ROHLTD.NS,Consumer Cyclical,Lodging,Consumer Discretionary,equity,0,0,yahoo
2873,NITINSPIN.NS,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,equity,0,0,yahoo
149,,,,Other,equity,0,0,unknown
146,ARIES.NS,Basic Materials,Agricultural Inputs,Materials,equity,0,0,yahoo
145,BRIGADE.NS,Real Estate,Real Estate - Development,Real Estate,equity,0,1,yahoo
144,,,,Other,equity,0,0,unknown
142,BGRENERGY.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
143,ECLERX.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
141,,,,Materials,equity,0,0,name
139,,,,Healthcare,equity,0,0,name
140,KAUSHALYA.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
137,532924.BO,,,Real Estate,equity,0,1,name
138,,,,Consumer Discretionary,equity,0,0,name
136,532922.BO,,,Financials,equity,1,0,name
132,532921.BO,,,Other,equity,0,0,unknown
135,,,,Consumer Discretionary,equity,0,0,name
134,BVCL.NS,Basic Materials,Building Materials,Materials,equity,0,0,yahoo
131,RELIGARE.BO,Financial Services,Insurance - Life,Financials,equity,1,0,yahoo
133,,,,Industrials,equity,0,0,name
119,,,,Technology,equity,0,0,name
129,532918.BO,,,Other,equity,0,0,unknown
124,,,,Other,equity,0,0,unknown
127,532907.BO,,,Industrials,equity,0,0,name
126,,,,Healthcare,equity,0,0,name
125,SUPREMEINF.BO,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
122,,,,Consumer Discretionary,equity,0,0,name
123,CCCL.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
118,,,,Energy,equity,0,0,name
121,,,,Technology,equity,0,0,name
120,KSCL.BO,Basic Materials,Agricultural Inputs,Materials,equity,0,0,yahoo
116,532896.BO,,,Other,equity,0,0,unknown
115,INDOWIND.BO,Utilities,Utilities - Renewable,Energy,equity,0,0,yahoo
114,532892.BO,,,Financials,equity,1,0,name
112,KPRMILL.BO,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,equity,0,0,yahoo
111,TAKE.NS,Healthcare,Health Information Services,Healthcare,equity,0,0,yahoo
110,,,,Other,equity,0,0,unknown
108,ASIANTILES.NS,Industrials,Building Products & Equipment,Industrials,equity,0,0,yahoo
109,SELMC.NS,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,equity,0,0,yahoo
104,CENTRALBK.BO,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
107,,,,Real Estate,equity,0,1,name
105,,,,Other,equity,0,0,unknown
106,,,,Other,equity,0,0,unknown
103,,,,Other,equity,0,0,unknown
100,OMAXE.NS,Real Estate,Real Estate - Development,Real Estate,equity,0,1,yahoo
101,ALPA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
102,,,,Other,equity,0,0,unknown
98,,,,Other,equity,0,0,unknown
99,ADSL.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
97,,,,Real Estate,equity,0,1,name
95,,,,Energy,equity,0,0,name
96,,,,Other,equity,0,0,unknown
92,532870.BO,,,Energy,equity,0,0,name
91,,,,Healthcare,equity,0,0,name
89,532869.BO,,,Other,equity,0,0,unknown
86,DLF.NS,Real Estate,Real Estate - Development,Real Estate,equity,0,1,yahoo
90,532867.BO,,,Consumer Discretionary,equity,0,0,name
88,NELCAST.NS,Industrials,Metal Fabrication,Industrials,equity,0,0,yahoo
87,,,,Other,equity,0,0,unknown
85,,,,Materials,equity,0,0,name
84,532856.BO,,,Technology,equity,0,0,name
83,,,,Industrials,equity,0,0,name
82,,,,Other,equity,0,0,unknown
81,532853.BO,,,Other,equity,0,0,unknown
80,532851.BO,,,Other,equity,0,0,unknown
79,,,,Materials,equity,0,0,name
78,MICEL.NS,Technology,Electronic Components,Technology,equity,0,0,yahoo
77,532845.BO,,,Consumer Discretionary,equity,0,0,name
75,HILTON.BO,Industrials,Metal Fabrication,Industrials,equity,0,0,yahoo
76,FORTIS.BO,Healthcare,Medical Care Facilities,Healthcare,equity,0,0,yahoo
73,,,,Other,equity,0,0,unknown
72,,,,Other,equity,0,0,unknown
71,ICRA.NS,Financial Services,Financial Data & Stock Exchanges,Financials,equity,1,0,yahoo
70,,,,Industrials,equity,0,0,name
69,PAGEIND.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
66,532831.BO,,,Other,equity,0,0,unknown
59,532825.BO,,,Consumer Discretionary,equity,0,0,name
64,532828.BO,,,Other,equity,0,0,unknown
65,RAJTV.NS,Communication Services,Broadcasting,Technology,equity,0,0,yahoo
62,,,,Other,equity,0,0,unknown
58,,,,Consumer Discretionary,equity,0,0,name
50,,,,Other,equity,0,0,unknown
63,,,,Other,equity,0,0,unknown
61,,,,Other,equity,0,0,unknown
60,,,,Other,equity,0,0,unknown
57,532817.BO,,,Other,equity,0,0,unknown
55,532820.BO,,,Other,equity,0,0,unknown
54,,,,Materials,equity,0,0,name
53,,,,Industrials,equity,0,0,name
48,SOUTHBANK.NS,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
52,532829.BO,,,Materials,equity,0,0,name
51,SMSPHARMA.NS,Healthcare,Drug Manufacturers - General,Healthcare,equity,0,0,yahoo
45,PFC.BO,Financial Services,Credit Services,Financials,equity,1,0,yahoo
49,FSL.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
47,TFL.NS,Financial Services,Mortgage Finance,Financials,equity,1,0,yahoo
46,,,,Other,equity,0,0,unknown
42,532807.BO,,,Other,equity,0,0,unknown
44,TIIL.BO,Industrials,Tools & Accessories,Industrials,equity,0,0,yahoo
38,532808.BO,,,Other,equity,0,0,unknown
43,532799.BO,,,Other,equity,0,0,unknown
39,,,,Other,equity,0,0,unknown
40,,,,Industrials,equity,0,0,name
37,AUTOIND.NS,Consumer Cyclical,Auto Parts,Consumer Discretionary,equity,0,0,yahoo
192,533029.BO,,,Materials,equity,0,0,name
191,,,,Technology,equity,0,0,name
190,,,,Other,equity,0,0,unknown
189,533017.BO,,,Materials,equity,0,0,name
188,,,,Other,equity,0,0,unknown
187,,,,Other,equity,0,0,unknown
186,,,,Technology,equity,0,0,name
185,,,,Other,equity,0,0,unknown
183,SOMICONVEY.BO,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
184,,,,Energy,equity,0,0,name
182,,,,Healthcare,equity,0,0,name
181,ARCHIDPLY.BO,Basic Materials,Lumber & Wood Production,Materials,equity,0,0,yahoo
180,,,,Industrials,equity,0,0,name
179,532993.BO,,,Materials,equity,0,0,name
178,,,,Other,equity,0,0,unknown
176,532989.BO,,,Healthcare,equity,0,0,name
175,NIRAJ.BO,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
174,,,,Healthcare,equity,0,0,name
173,GOKUL.BO,Consumer Defensive,Packaged Foods,Consumer Discretionary,equity,0,0,yahoo
172,532975.BO,,,Other,equity,0,0,unknown
170,532967.BO,,,Materials,equity,0,0,name
171,532966.BO,,,Other,equity,0,0,unknown
169,,,,Consumer Discretionary,equity,0,0,name
168,532959.BO,,,Industrials,equity,0,0,name
167,,,,Other,equity,0,0,unknown
165,VGUARD.NS,Industrials,Electrical Equipment & Parts,Industrials,equity,0,0,yahoo
166,532951.BO,,,Technology,equity,0,0,name
163,,,,Other,equity,0,0,unknown
156,IRB.BO,Industrials,Infrastructure Operations,Industrials,equity,0,0,yahoo
162,,,,Other,equity,0,0,unknown
159,BANG.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
158,KNRCON.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
