company,listing_date,issue_price,yahoo_symbol,ret_1d,basis,yahoo_first_date,yahoo_last_date,delisted,ret_6m,ret_12m,ret_24m,bottom_12m_pct,sessions_to_bottom,peak_24m_pct,sessions_to_peak,cg_ipo_id,current_ret,bottom_so_far_pct,bottom_so_far_session
TBO Tek Ltd.,2024-05-15,920.0,TBOTEK.NS,52.9,cg_bridge,2024-05-15,2026-07-10,False,73.0,31.2,27.9,10.2,235.0,88.1,379.0,1716,,,
Indegene Ltd.,2024-05-13,452.0,INDGN.NS,26.3,cg_bridge,2024-05-13,2026-07-10,False,48.6,26.5,15.4,9.4,15.0,62.1,97.0,1713,,,
JNK India Ltd.,2024-04-30,415.0,JNKINDIA.NS,67.4,cg_bridge,2024-04-30,2026-07-08,False,51.6,-15.1,-13.1,-33.3,211.0,-3.7,241.0,1704,,,
Bharti Hexacom Ltd.,2024-04-12,570.0,BHARTIHEXA.NS,42.7,cg_bridge,2024-04-12,2026-06-19,False,153.6,164.0,167.3,41.4,1.0,248.2,301.0,1694,,,
SRM Contractors Ltd.,2024-04-03,210.0,SRM.NS,7.6,cg_bridge,2024-04-03,2026-06-11,False,28.3,58.4,99.0,-26.0,40.0,202.0,400.0,1682,,,
Krystal Integrated Services Ltd.,2024-03-21,715.0,KRYSTAL.NS,-0.3,cg_bridge,2024-03-21,2026-05-29,False,7.2,-30.8,-22.6,-40.6,234.0,-2.5,357.0,1665,,,
Popular Vehicles & Services Ltd.,2024-03-19,295.0,PVSL.NS,-6.4,cg_bridge,2024-03-19,2026-05-27,False,-25.1,-66.1,-71.0,-67.3,245.0,-47.4,402.0,1672,,,
Gopal Snacks Ltd.,2024-03-14,401.0,GOPAL.BO,-9.6,cg_bridge,2024-03-14,2026-05-22,False,-15.4,-34.3,-32.4,-34.3,245.0,-2.9,370.0,1667,,,
J.G.Chemicals Ltd.,2024-03-13,221.0,JGCHEM.NS,-16.4,cg_bridge,2024-03-13,2026-05-21,False,89.8,40.2,48.9,-22.1,10.0,136.9,355.0,1663,,,
R K SWAMY Ltd.,2024-03-12,288.0,RKSWAMY.NS,-8.8,cg_bridge,2024-03-12,2026-05-20,False,-16.2,-29.8,-65.8,-32.2,247.0,-15.6,256.0,1620,,,
Mukka Proteins Ltd.,2024-03-07,28.0,MUKKA.NS,50.9,cg_bridge,2024-03-07,2026-05-15,False,63.9,24.0,-21.1,11.1,56.0,93.6,85.0,1586,,,
Exicom Tele-Systems Ltd.,2024-03-05,142.0,EXICOM.NS,58.4,cg_bridge,2024-03-05,2026-05-13,False,166.6,7.6,-37.4,2.6,245.0,48.0,311.0,1642,,,
Platinum Industries Ltd.,2024-03-05,171.0,PLATIND.NS,29.4,cg_bridge,2024-03-05,2026-05-13,False,144.9,57.5,22.9,0.2,15.0,190.7,191.0,1638,,,
GPT Healthcare Ltd.,2024-02-29,186.0,GPTHEALTH.NS,7.9,cg_bridge,2024-02-29,2026-05-08,False,-0.8,-29.6,-32.1,-29.6,247.0,-1.5,352.0,1655,,,
Juniper Hotels Ltd.,2024-02-28,360.0,JUNIPER.NS,11.5,cg_bridge,2024-02-28,2026-05-07,False,7.8,-32.1,-39.4,-35.4,240.0,-9.0,305.0,1654,,,
Vibhor Steel Tubes Ltd.,2024-02-20,151.0,VSTL.NS,195.5,cg_bridge,2024-02-20,2026-04-29,False,75.4,2.8,-22.8,1.8,247.0,27.6,340.0,1646,,,
Entero Healthcare Solutions Ltd.,2024-02-16,1258.0,ENTERO.NS,-8.6,cg_bridge,2024-02-16,2026-04-24,False,-1.5,-2.2,-8.7,-21.6,25.0,23.2,240.0,1643,,,
Capital Small Finance Bank Ltd.,2024-02-14,468.0,CAPITALSFB.NS,-7.0,cg_bridge,2024-02-14,2026-04-23,False,-35.0,-35.2,-41.7,-41.8,209.0,-30.6,353.0,1641,,,
Jana Small Finance Bank Ltd.,2024-02-14,414.0,JSFB.NS,-11.1,cg_bridge,2024-02-14,2026-04-23,False,33.0,-2.8,-6.2,-11.7,230.0,27.0,295.0,1640,,,
Rashi Peripherals Ltd.,2024-02-14,311.0,RPTECH.NS,3.4,cg_bridge,2024-02-14,2026-04-23,False,25.3,-4.7,17.6,-5.1,72.0,45.5,98.0,1634,,,
Apeejay Surrendra Park Hotels Ltd.,2024-02-12,155.0,PARKHOTELS.NS,31.3,cg_bridge,2024-02-12,2026-04-21,False,17.8,7.3,-14.5,-9.0,189.0,32.0,223.0,1635,,,
BLS E-Services Ltd.,2024-02-06,135.0,BLSE.NS,171.1,cg_bridge,2024-02-06,2026-04-15,False,55.8,35.1,29.2,24.3,241.0,66.8,331.0,1632,,,
Nova AgriTech Ltd.,2024-01-31,41.0,NOVAAGRI.NS,40.9,cg_bridge,2024-01-31,2026-04-09,False,103.3,48.8,-17.5,14.6,82.0,120.4,117.0,1616,,,
EPACK Durable Ltd.,2024-01-30,230.0,EPACK.NS,-9.7,cg_bridge,2024-01-30,2026-04-08,False,16.7,100.7,-3.9,-34.2,40.0,179.3,231.0,1619,,,
Medi Assist Healthcare Services Ltd.,2024-01-23,418.0,MEDIASSIST.NS,11.0,cg_bridge,2024-01-23,2026-04-01,False,30.0,38.1,1.2,7.5,35.0,65.8,158.0,1612,,,
Jyoti CNC Automation Ltd.,2024-01-16,331.0,JYOTICNC.NS,31.2,cg_bridge,2024-01-16,2026-03-25,False,270.6,260.9,181.1,26.7,5.0,333.8,225.0,1611,,,
Gujarat Kidney & Super Speciality Ltd.,2025-12-30,114.0,,-8.3,,,2026-07-10,False,13.5,,,,,,,2289,16.3,-12.8,18.0
KSH International Ltd.,2025-12-23,384.0,,-7.6,,,2026-07-10,False,124.8,,,,,,,2454,121.2,-13.6,14.0
ICICI Prudential Asset Management Co.Ltd.,2025-12-19,2165.0,,19.4,,,2026-07-10,False,58.4,,,,,,,2525,45.9,19.4,0.0
Nephrocare Health Services Ltd.,2025-12-17,460.0,,2.4,,,2026-07-10,False,60.2,,,,,,,2548,41.1,-2.4,2.0
Park Medi World Ltd.,2025-12-17,162.0,,-8.7,,,2026-07-10,False,56.9,,,,,,,2297,76.6,-11.2,17.0
Wakefit Innovations Ltd.,2025-12-15,195.0,,-1.4,,,2026-07-10,False,-36.1,,,,,,,2488,-33.4,-42.0,117.0
Corona Remedies Ltd.,2025-12-15,1062.0,,35.4,,,2026-07-10,False,63.1,,,,,,,2433,92.4,26.9,7.0
Meesho Ltd.,2025-12-10,111.0,,53.2,,,2026-07-10,False,49.6,,,,,,,2516,74.9,21.4,65.0
Vidya Wires Ltd.,2025-12-10,52.0,,2.2,,,2026-07-10,False,71.7,,,,,,,2005,86.7,-13.7,29.0
Aequs Ltd.,2025-12-10,124.0,,22.0,,,2026-07-10,False,41.5,,,,,,,2465,100.6,-7.2,65.0
Sudeep Pharma Ltd.,2025-11-28,593.0,,30.5,,,2026-07-10,False,25.2,,,,,,,2484,39.0,-10.6,36.0
Excelsoft Technologies Ltd.,2025-11-26,120.0,,5.0,,,2026-07-10,False,-27.1,,,,,,,2148,-33.9,-44.4,84.0
Capillary Technologies India Ltd.,2025-11-21,577.0,,5.1,,,2026-07-10,False,-10.5,,,,,,,2476,-12.8,-18.4,85.0
Fujiyama Power Systems Ltd.,2025-11-20,228.0,,-8.6,,,2026-07-10,False,16.0,,,,,,,2025,67.8,-23.3,71.0
Tenneco Clean Air India Ltd.,2025-11-19,397.0,,23.6,,,2026-07-10,False,50.6,,,,,,,2509,48.5,11.8,20.0
Emmvee Photovoltaic Power Ltd.,2025-11-18,217.0,,1.1,,,2026-07-10,False,19.9,,,,,,,2518,53.6,-20.3,22.0
PhysicsWallah Ltd.,2025-11-18,109.0,,42.4,,,2026-07-10,False,4.0,,,,,,,2266,35.3,-27.0,73.0
Pine Labs Ltd.,2025-11-14,221.0,,13.5,,,2026-07-10,False,-31.0,,,,,,,2487,-34.3,-37.6,130.0
Billionbrains Garage Ventures Ltd.,2025-11-12,100.0,,31.3,,,2026-07-10,False,88.4,,,,,,,2453,104.5,31.3,0.0
Lenskart Solutions Ltd.,2025-11-10,402.0,,0.3,,,2026-07-10,False,21.8,,,,,,,2551,35.2,-0.5,3.0
Studds Accessories Ltd.,2025-11-07,585.0,,-4.2,,,2026-07-10,False,-20.3,,,,,,,2259,-21.1,-25.2,127.0
Orkla India Ltd.,2025-11-06,730.0,,-2.2,,,2026-07-10,False,-11.8,,,,,,,2470,-18.7,-26.4,70.0
Midwest Ltd.,2025-10-24,1065.0,,7.1,,,2026-07-10,False,19.9,,,,,,,2150,25.1,-0.4,2.0
Canara HSBC Life Insurance Co.Ltd.,2025-10-17,106.0,,5.1,,,2026-07-10,False,41.3,,,,,,,2429,35.9,2.5,2.0
Rubicon Research Ltd.,2025-10-16,485.0,,29.5,,,2026-07-10,False,79.5,,,,,,,2254,195.1,19.0,5.0
Canara Robeco Asset Management Co.Ltd.,2025-10-16,266.0,,12.9,,,2026-07-10,False,1.0,,,,,,,2428,-4.7,-18.3,111.0
LG Electronics India Ltd.,2025-10-14,1140.0,,48.2,,,2026-07-10,False,31.7,,,,,,,2064,37.3,15.7,115.0
Tata Capital Ltd.,2025-10-13,326.0,,1.4,,,2026-07-10,False,-1.3,,,,,,,2317,10.6,-8.7,149.0
WeWork India Management Ltd.,2025-10-10,648.0,,-3.0,,,2026-07-10,False,-26.0,,,,,,,2014,13.0,-34.2,100.0
Advance Agrolife Ltd.,2025-10-08,100.0,,8.3,,,2026-07-10,False,1.2,,,,,,,2290,10.5,-15.0,117.0
Om Freight Forwarders Ltd.,2025-10-08,135.0,,-36.6,,,2026-07-10,False,-41.0,,,,,,,2407,-29.0,-55.8,116.0
Fabtech Technologies Ltd.,2025-10-07,191.0,,-4.5,,,2026-07-10,False,-22.6,,,,,,,2624,-16.2,-29.9,114.0
Glottis Ltd.,2025-10-07,129.0,,-35.1,,,2026-07-10,False,-64.8,,,,,,,1998,-48.5,-70.4,118.0
Pace Digitek Ltd.,2025-10-06,219.0,,-0.5,,,2026-07-10,False,-30.7,,,,,,,2306,-1.3,-35.3,119.0
Jinkushal Industries Ltd.,2025-10-03,121.0,,0.6,,,2026-07-10,False,-52.9,,,,,,,2432,-19.2,-60.8,120.0
Trualt Bioenergy Ltd.,2025-10-03,496.0,,7.0,,,2026-07-10,False,-13.2,,,,,,,2231,-7.6,-33.0,76.0
BMW Ventures Ltd.,2025-10-01,99.0,,-25.2,,,2026-07-10,False,-47.5,,,,,,,2212,-40.6,-50.8,121.0
Epack Prefab Technologies Ltd.,2025-10-01,204.0,,-6.5,,,2026-07-10,False,-30.3,,,,,,,2023,33.4,-33.6,119.0
Jain Resource Recycling Ltd.,2025-10-01,232.0,,37.1,,,2026-07-10,False,104.7,,,,,,,2345,50.1,34.5,169.0
Seshaasai Technologies Ltd.,2025-09-30,423.0,,-2.7,,,2026-07-10,False,-49.6,,,,,,,2048,-15.0,-49.6,122.0
Anand Rathi Share & Stock Brokers Ltd.,2025-09-30,414.0,,7.6,,,2026-07-10,False,1.0,,,,,,,2028,37.8,1.0,122.0
Solarworld Energy Solutions Ltd.,2025-09-30,351.0,,-7.8,,,2026-07-10,False,-59.2,,,,,,,2174,-40.2,-59.4,120.0
Ganesh Consumer Products Ltd.,2025-09-29,322.0,,-8.6,,,2026-07-10,False,-47.1,,,,,,,2045,-41.0,-51.7,112.0
Atlanta Electricals Ltd.,2025-09-29,754.0,,9.2,,,2026-07-10,False,59.5,,,,,,,2011,124.9,-3.7,81.0
Saatvik Green Energy Ltd.,2025-09-26,465.0,,-5.2,,,2026-07-10,False,-17.5,,,,,,,2082,-3.4,-28.3,110.0
GK Energy Ltd.,2025-09-26,153.0,,9.6,,,2026-07-10,False,-38.0,,,,,,,2042,-6.2,-41.1,124.0
Ivalue Infosolutions Ltd.,2025-09-25,299.0,,-5.7,,,2026-07-10,False,-24.5,,,,,,,2227,2.3,-28.9,121.0
VMS TMT Ltd.,2025-09-24,99.0,,0.7,,,2026-07-10,False,-60.0,,,,,,,2161,-53.2,-65.1,126.0
Euro Pratik Sales Ltd.,2025-09-23,247.0,,0.6,,,2026-07-10,False,-9.2,,,,,,,2015,27.0,-14.9,127.0
Shringar House of Mangalsutra Ltd.,2025-09-17,165.0,,12.1,,,2026-07-10,False,22.5,,,,,,,2003,38.8,1.1,130.0
Dev Accelerator Ltd.,2025-09-17,61.0,,5.0,,,2026-07-10,False,-34.4,,,,,,,2117,-42.5,-49.5,131.0
Urban Co.Ltd.,2025-09-17,103.0,,62.0,,,2026-07-10,False,17.6,,,,,,,2425,28.9,0.0,113.0
Amanta Healthcare Ltd.,2025-09-09,126.0,,12.5,,,2026-07-10,False,-23.6,,,-25.1,126.0,47.0,203.0,2001,41.3,-25.1,126.0
Anlon Healthcare Ltd.,2025-09-03,91.0,,0.8,,,2026-07-10,False,19.0,,,0.0,1.0,85.3,59.0,2053,71.3,0.0,1.0
Vikran Engineering Ltd.,2025-09-03,97.0,,-1.3,,,2026-07-10,False,-34.7,,,-46.5,141.0,-20.5,179.0,2126,-23.4,-46.5,141.0
Mangal Electrical Industries Ltd.,2025-08-28,561.0,,-4.6,,,2026-07-10,False,-57.4,,,-62.8,145.0,-38.2,168.0,2069,-46.3,-62.8,145.0
Shreeji Shipping Global Ltd.,2025-08-26,252.0,,1.2,,,2026-07-10,False,58.8,,,-11.3,29.0,118.9,217.0,2018,118.9,-11.3,29.0
Gem Aromatics Ltd.,2025-08-26,325.0,,-1.8,,,2026-07-10,False,-41.0,,,-58.6,72.0,-35.2,215.0,2032,-36.4,-58.6,72.0
Vikram Solar Ltd.,2025-08-26,332.0,,7.3,,,2026-07-10,False,-44.2,,,-50.1,126.0,-31.2,157.0,2152,-38.7,-50.1,126.0
Patel Retail Ltd.,2025-08-26,255.0,,12.8,,,2026-07-10,False,-29.8,,,-40.7,146.0,-6.2,213.0,2318,-11.6,-40.7,146.0
Regaal Resources Ltd.,2025-08-20,102.0,,29.0,,,2026-07-10,False,-40.1,,,-42.5,112.0,-4.8,176.0,2035,-20.5,-42.5,112.0
BlueStone Jewellery & Lifestyle Ltd.,2025-08-19,517.0,,5.6,,,2026-07-10,False,-21.4,,,-22.0,129.0,12.7,217.0,2059,12.3,-22.0,129.0
All Time Plastics Ltd.,2025-08-14,275.0,,3.0,,,2026-07-10,False,-4.1,,,-31.8,153.0,-1.8,178.0,2125,-14.0,-31.8,153.0
JSW Cement Ltd.,2025-08-14,147.0,,-0.6,,,2026-07-10,False,-18.6,,,-26.5,74.0,-6.0,224.0,2230,-6.0,-26.5,74.0
Highway Infrastructure Ltd.,2025-08-12,70.0,,72.5,,,2026-07-10,False,-20.1,,,-41.4,154.0,-18.3,165.0,2180,-34.8,-41.4,154.0
Sri Lotus Developers & Realty Ltd.,2025-08-06,150.0,,30.4,,,2026-07-10,False,1.6,,,-31.4,159.0,1.5,221.0,2027,-3.1,-31.4,159.0
M&B Engineering Ltd.,2025-08-06,385.0,,6.1,,,2026-07-10,False,-7.4,,,-41.2,159.0,-12.0,171.0,2049,-17.0,-41.2,159.0
National Securities Depository Ltd.,2025-08-06,800.0,,17.0,,,2026-07-10,False,24.6,,,-1.1,158.0,17.4,169.0,2448,6.3,-1.1,158.0
Laxmi India Finance Ltd.,2025-08-05,158.0,,-15.1,,,2026-07-10,False,-39.7,,,-54.7,159.0,-12.2,186.0,2030,-29.8,-54.7,159.0
Aditya Infotech Ltd.,2025-08-05,675.0,,60.4,,,2026-07-10,False,120.6,,,56.6,7.0,450.2,222.0,2036,442.6,56.6,7.0
Shanti Gold International Ltd.,2025-08-01,199.0,,15.3,,,2026-07-10,False,3.0,,,-21.3,162.0,15.9,205.0,2008,6.6,-21.3,162.0
Brigade Hotel Ventures Ltd.,2025-07-31,90.0,,-5.2,,,2026-07-10,False,-34.5,-29.0,,-38.2,162.0,-24.0,175.0,2094,-29.0,-38.2,162.0
Indiqube Spaces Ltd.,2025-07-30,237.0,,-8.0,,,2026-07-10,False,-24.1,-24.8,,-43.7,162.0,-24.4,179.0,2038,-24.8,-43.7,162.0
GNG Electronics Ltd.,2025-07-30,237.0,,40.7,,,2026-07-10,False,6.5,167.4,,2.3,121.0,184.7,228.0,2046,167.4,2.3,121.0
Anthem Biosciences Ltd.,2025-07-21,570.0,,28.1,,,2026-07-10,False,8.2,32.4,,3.9,129.0,43.9,201.0,2029,32.4,3.9,129.0
Smartworks Coworking Spaces Ltd.,2025-07-17,407.0,,9.3,,,2026-07-10,False,17.5,14.4,,-8.5,172.0,21.0,234.0,2034,14.4,-8.5,172.0
Travel Food Services Ltd.,2025-07-14,1100.0,,-2.3,,,2026-07-10,False,4.3,19.1,,-7.5,15.0,26.3,56.0,2054,19.1,-7.5,15.0
Crizac Ltd.,2025-07-09,245.0,,25.6,,,2026-07-10,False,12.6,-19.1,,-27.8,179.0,-2.5,217.0,2096,-18.4,-27.8,179.0
Indogulf Cropsciences Ltd.,2025-07-03,111.0,,-0.6,,,2026-07-10,False,-25.7,-37.1,,-51.7,181.0,-35.2,253.0,2074,-35.2,-51.7,181.0
Sambhv Steel Tubes Ltd.,2025-07-02,82.0,,19.0,,,2026-07-10,False,17.1,40.6,,0.4,141.0,58.0,209.0,2073,44.7,0.4,141.0
HDB Financial Services Ltd.,2025-07-02,740.0,,13.6,,,2026-07-10,False,3.5,0.0,,-24.3,184.0,2.1,255.0,2110,2.1,-24.3,184.0
Globe Civil Projects Ltd.,2025-07-01,71.0,,33.0,,,2026-07-10,False,-15.8,-41.7,,-52.3,185.0,-30.6,196.0,2149,-42.6,-52.3,185.0
Ellenbarrie Industrial Gases Ltd.,2025-07-01,400.0,,33.7,,,2026-07-10,False,-14.1,-34.8,,-54.9,176.0,-25.8,211.0,2189,-26.4,-54.9,176.0
Kalpataru Ltd.,2025-07-01,414.0,,4.6,,,2026-07-10,False,-18.5,-27.8,,-37.5,185.0,-7.0,210.0,2229,-30.4,-37.5,185.0
Arisinfra Solutions Ltd.,2025-06-25,222.0,,-21.5,,,2026-07-10,False,-37.8,-48.5,,-62.1,155.0,-30.5,215.0,1971,-50.8,-62.1,155.0
Oswal Pumps Ltd.,2025-06-20,614.0,,1.8,,,2026-07-10,False,-13.3,-31.1,,-52.8,178.0,-28.7,251.0,2202,-33.2,-52.8,178.0
Scoda Tubes Ltd.,2025-06-04,140.0,,5.0,,,2026-07-10,False,17.8,-12.2,,-16.7,200.0,13.1,231.0,2172,6.5,-16.7,200.0
Prostarm Info Systems Ltd.,2025-06-03,105.0,,20.0,,,2026-07-10,False,84.7,31.4,,7.0,9.0,128.2,40.0,2016,25.8,7.0,9.0
Aegis Vopak Terminals Ltd.,2025-06-02,235.0,,3.0,,,2026-07-10,False,16.2,-16.8,,-31.2,206.0,25.2,274.0,2080,20.5,-31.2,206.0
Schloss Bangalore Ltd.,2025-06-02,435.0,,0.1,,,2026-07-10,False,-4.2,-5.9,,-10.5,15.0,15.5,272.0,2182,15.2,-10.5,15.0
Belrise Industries Ltd.,2025-05-28,90.0,,8.2,,,2026-07-10,False,76.6,142.4,,2.3,4.0,175.0,266.0,2083,157.3,2.3,4.0
Borana Weaves Ltd.,2025-05-27,216.0,,18.1,,,2026-07-10,False,34.6,54.6,,-1.6,70.0,92.3,188.0,2099,40.5,-1.6,70.0
Ather Energy Ltd.,2025-05-06,321.0,,-5.8,,,2026-07-10,False,107.8,179.6,,-6.5,3.0,281.9,296.0,2357,281.9,-6.5,3.0
Quality Power Electrical Equipments Ltd.,2025-02-24,425.0,,-8.7,,,2026-07-10,False,93.5,108.2,,-35.6,29.0,229.1,286.0,1988,185.2,-35.6,29.0
Hexaware Technologies Ltd.,2025-02-19,708.0,,7.7,,,2026-07-10,False,9.3,-23.8,,-23.8,246.0,-21.6,336.0,1985,-22.3,-23.8,246.0
Ajax Engineering Ltd.,2025-02-17,629.0,,-5.3,,,2026-07-10,False,11.1,-22.7,,-25.1,246.0,-4.3,319.0,1983,-13.3,-25.1,246.0
Dr.Agarwal's Health Care Ltd.,2025-02-04,402.0,,-0.1,,,2026-07-10,False,14.3,12.0,,-16.9,77.0,35.7,173.0,1975,19.8,-16.9,77.0
Denta Water & Infra Solutions Ltd.,2025-01-29,294.0,,16.1,,,2026-07-10,False,10.0,-10.9,,-12.4,245.0,20.1,359.0,1970,20.1,-12.4,245.0
Stallion India Fluorochemicals Ltd.,2025-01-23,90.0,,40.0,,,2026-07-10,False,26.3,119.3,,-31.4,28.0,360.4,181.0,1967,127.6,-31.4,28.0
Laxmi Dental Ltd.,2025-01-20,428.0,,28.6,,,2026-07-10,False,16.3,-46.2,,-46.2,249.0,-41.8,331.0,1961,-48.7,-46.2,249.0
Quadrant Future Tek Ltd.,2025-01-14,290.0,,53.1,,,2026-07-10,False,68.6,14.3,,-12.9,231.0,62.0,365.0,1954,42.7,-12.9,231.0
Standard Glass Lining Technology Ltd.,2025-01-13,140.0,,,,,,,,,,,,,,1951,,,
Knack Packaging Ltd.,2026-07-08,170.0,,,,,,,,,,,,,,2592,,,
Aastha Spintex Ltd.,2026-07-06,136.0,,0.4,,,2026-07-10,False,,,,,,,,2678,-9.6,,
CSM Technologies Ltd.,2026-07-02,113.0,,-5.0,,,2026-07-10,False,,,,,,,,2641,-11.2,,
Waterways Leisure Tourism Ltd.,2026-07-01,808.0,,-17.3,,,2026-07-10,False,,,,,,,,2474,6.7,,
Advit Jewels Ltd.,2026-07-01,138.0,,30.0,,,2026-07-10,False,,,,,,,,2686,29.7,,
Turtlemint Fintech Solutions Ltd.,2026-06-29,152.0,,-10.9,,,2026-07-10,False,,,,,,,,2601,-10.0,-15.1,7.0
Hexagon Nutrition Ltd.,2026-06-12,45.0,,18.2,,,2026-07-10,False,,,,,,,,2658,67.4,18.2,0.0
CMR Green Technologies Ltd.,2026-06-10,192.0,,25.6,,,2026-07-10,False,,,,,,,,2586,16.4,16.4,22.0
OnEMI Technology Solutions Ltd.,2026-05-08,171.0,,22.0,,,2026-07-10,False,,,,,,,,2576,87.6,14.7,5.0
Om Power Transmission Ltd.,2026-04-17,175.0,,10.5,,,2026-07-10,False,,,,,,,,2676,0.7,-3.8,31.0
Amir Chand Jagdish Kumar (Exports) Ltd.,2026-04-02,212.0,,-15.1,,,2026-07-10,False,,,,,,,,2501,-16.5,-44.6,48.0
Powerica Ltd.,2026-04-02,395.0,,-1.3,,,2026-07-10,False,,,,,,,,2570,43.6,-1.3,0.0
Sai Parenteral's Ltd.,2026-04-02,392.0,,3.5,,,2026-07-10,False,,,,,,,,2681,50.0,3.5,0.0
Central Mine Planning & Design Institute Ltd.,2026-03-30,172.0,,-10.4,,,2026-07-10,False,,,,,,,,2456,55.2,-11.9,4.0
GSP Crop Science Ltd.,2026-03-24,320.0,,11.3,,,2026-07-10,False,,,,,,,,2031,28.4,5.6,3.0
Innovision Ltd.,2026-03-23,519.0,,-27.9,,,2026-07-10,False,,,,,,,,2039,-44.3,-45.7,67.0
Rajputana Stainless Ltd.,2026-03-19,122.0,,-7.4,,,2026-07-10,False,,,,,,,,2067,5.9,-16.1,6.0
SEDEMAC Mechatronics Ltd.,2026-03-11,1352.0,,7.3,,,2026-07-10,False,,,,,,,,2794,103.1,6.6,1.0
Omnitech Engineering Ltd.,2026-03-05,227.0,,-9.7,,,2026-07-10,False,,,,,,,,2479,130.5,-16.2,1.0
PNGS Reva Diamond Jewellery Ltd.,2026-03-04,386.0,,6.7,,,2026-07-10,False,,,,,,,,2475,9.2,-14.0,17.0
Clean Max Enviro Energy Solutions Ltd.,2026-03-02,1053.0,,-17.6,,,2026-07-10,False,,,,,,,,2573,27.2,-26.9,18.0
Shree Ram Twistex Ltd.,2026-03-02,104.0,,-31.4,,,2026-07-10,False,,,,,,,,2502,-62.0,-62.3,77.0
Gaudium IVF & Women Health Ltd.,2026-02-27,79.0,,1.6,,,2026-07-10,False,,,,,,,,2019,57.3,-10.5,15.0
Aye Finance Ltd.,2026-02-16,129.0,,-0.1,,,2026-07-10,False,,,,,,,,2026,30.9,-30.2,32.0
Fractal Analytics Ltd.,2026-02-16,900.0,,-5.9,,,2026-07-10,False,,,,,,,,2569,-5.8,-16.5,10.0
Shadowfax Technologies Ltd.,2026-01-28,124.0,,-11.3,,,2026-07-10,False,84.0,,,,,,,2526,84.0,-18.7,1.0
Amagi Media Labs Ltd.,2026-01-21,361.0,,-3.5,,,2026-07-10,False,60.7,,,,,,,2549,60.7,-12.3,48.0
Bharat Coking Coal Ltd.,2026-01-19,23.0,,76.4,,,2026-07-10,False,63.3,,,,,,,2462,63.3,30.2,47.0
Kusumgar Ltd.,,419.0,,,,,,,,,,,,,,2670,,,
Laser Power & Infra Ltd.,,,,,,,,,,,,,,,,2654,,,
Alpine Texworld Ltd.,,,,,,,,,,,,,,,,2675,,,
SBI Funds Management Ltd.,,,,,,,,,,,,,,,,2949,,,
